Tên,Mô tả,Mức giá,Diện tích,Loại tin đăng,Địa chỉ,Mặt tiền,Đường vào,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Pháp lý,Tên dự án,Chủ đầu tư,Quy mô,Ngày đăng,Ngày hết hạn,Mã tin,Phòng ngủ,Hướng nhà,Loại tin,url,Tỉnh,Quận/Huyện
"Chung cư Phương Mai - Lương Đình Của (30 - 50m2), full nội thất, tách sổ hồng vĩnh viễn","Mở bán chung cư Phương Mai 35m2 - 55m2/1 - 2PN, full đồ, thoáng, đẹp chỉ từ 590 triệu/căn.Liên hệ: 0785658886.1. Vị trí đắc địa.- Tòa nhà nằm tại phố Phương Mai, quận Đống Đa, Hà Nội.- Đây được xem là vị trí vàng của quận trung tâm, từ vị trí này khách hàng dễ dàng di chuyển đến các tuyến đường lớn như Phạm Ngọc Thạch, Trường Chinh, Hoàng Cầu, Yên Lãng, Chùa Bộc, Xã Đàn.- Gần với rạp chiếu phim Quốc Gia, gần nhiều ĐH lớn như: ĐH Thủy Lợi, Học viện Ngân Hàng. ĐH Y.- Gần ngay trung tâm mua sắm, chợ, trường giúp cho gia đình bạn sinh hoạt dễ dàng.2. Diện tích - Giá bán.- Căn 1 phòng ngủ: DT 34m2 - 37m2 giá bán: 550tr - 730tr - 780 triệu/căn.- Căn 2 phòng ngủ: DT 48m2 - 50m2 - 55m2 giá bán: 900 triệu - 990 triệu - 1tỷ / căn.Lưu ý: Khách hàng mua trực tiếp chủ đầu tư được chiết khấu cao.Nội thất.- Đầy đủ các trang thiết bị: Sàn gạch men cao cấp, trần thạch cao, tủ bếp trên dưới, bếp gas, hút mùi, nóng lạnh, thiết bị vệ sinh đầy đủ, các đèn điện chiếu sáng và trang trí tuyệt đẹp, đầu chờ internet, truyền hình cáp.* Pháp lý.Mua chung cư đầy đủ giấy tờ, tách sổ hồng theo quy định nhà nước.Liên hệ: 0785658886 (miễn môi giới).",550.0,35.0,Bán căn hộ chung cư,"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội",,,,-1,1,-1,,,,,,06/11/2021,13/11/2021,30577120,1 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-pho-phuong-mai-phuong-phuong-mai/-luong-dinh-a-30-50m2-full-noi-that-tach-so-hong-vinh-vien-pr30577120,Hà Nội,Quận Đống Đa
Bão sale 11/11 - nhà đẹp giá tốt tại Phương Canh - gần đường Trịnh Văn Bô,"Bán nhà tại Phương Canh, Nam Từ Liêm.Tiện ích ngập tràn - giá sập sàn.DT: 42m2 x 5T mặt tiền 4.2m, hướng: Đông Nam, 2 mặt thoáng vĩnh viễn.Cách Trần Hữu Dực chỉ 50m ô tô đỗ gần.Tầng 1: Phòng khách, bếp + WC.Tầng 2,3,4: Mỗi tầng 2 phòng ngủ + WC.Tầng 5: Phòng thờ sân phơi cực rộng.* Vị trí: Ngay gần chợ Canh - Xuân Phương - Trần Hữu Dực - Nguyễn Cơ Thạch.- Tiện ích xung quanh: Gần các dự án khu đô thị mới được hưởng nhiều lợi ích từ cơ sở hạ tầng đến các dịch vụ.+ Các khu đô thị lớn: Đại Lộ Thăng Long, Vườn Cam, gần đường mới nối ra Hàm Nghi - Nguyễn Cơ Thạch - khu đô thị mới Vân Canh.- Sổ đỏ chính chủ, sẵn sàng giao dịch. Chủ nhà xây ở nên rất tâm huyết.- Giá: 3,2 tỷ (có thương lượng nhẹ và bao phí sang sổ).Liên hệ Zalo/ SĐT: Cường 0969405989 / 0348054937.",3200.0,42.0,Bán nhà riêng,"Đường 32, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",4.2,3.0,,5,6,-1,Nội thất tiện nghi cao cấp.,,,,,06/11/2021,13/11/2021,30791402,6 PN,Đông-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-32-phuong-phuong-canh/ban-tai-nam-tu-liem-tien-ich-ngap-tran-gia-sap-san-pr30791402,Hà Nội,Quận Bắc Từ Liêm
"Bán nhà mặt tiền đường Bùi Viện, DT: 6x9m, xây dựng trệt, 6 lầu thang máy, HD thuê 322 tr/th","Mặt tiền phố đi bộ Bùi Viện, Phạm Ngũ Lão, Quận 1,Diện tích: 6x9m, có hẻm sau rộng rãi 2m.- Kết cấu: 7 tầng đúc BTCT rất chắc chắn, diện tích sử dụng trên 300m2. Dưới trệt kinh doanh quán bar, trên có 14 phòng, khách thuê đang tự kinh doanh theo ý thích.- Vị trí đẹp nhất Phố đi bộ Bùi Viện - Nơi kinh doanh phục vụ khách Tây nhộn nhịp.- Chủ đang cho thuê khoán 322 triệu hợp đồng 5 năm, còn lại 3.5 năm.- Sổ riêng riêng, hoàn công đầy đủ, pháp lý sạch.- Gia chủ cần bán gấp với giá chỉ 52 tỉ thương lượng khách thiện chí.- Quý khách quan tâm tài sản trên liên hệ em: 0903.313.009 gặp Bùi Đạt để xem nhà, sổ hồng và gặp trực tiếp chủ nhà thương lượng.",52000.0,54.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,,,-1,-1,-1,,,,,,06/11/2021,15/11/2021,31142514,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-bui-vien-phuong-pham-ngu-lao-1/ban-tien-dt-6x9m-xay-dung-tret-6-lau-thang-may-hd-thue-322-tr-th-pr31142514,Hồ Chí Minh,Quận 1
"Ocean Dunes khu đô thị du lịch biển Rạng Đông, trung tâm Phan Thiết giá tốt nhất thị trường","Bán một số lô giá rẻ Ocean Dunes giá tốt chốt nhanh:* 0915077651. Lâm.+ A7 đường Nguyễn Trãi gần trường học, sở công thương giá 4,3 tỷ.Tỷ.+ A6 hướng biển gần công viên 100m2 giá 6,2 tỷ.+ D4 phố gần góc đường ra biển 140m2 giá 7,8 tỷ.+ E5 công viên Hoa Ban, 133m2 giá 7 - 7,4 tỷ. Buông sổ.+ D5 công viên lớn 133m2 giá 7,5 tỷ.+ E4 phố gần góc đường ra biển 140m2 giá 7,25 tỷ.+ E3 hướng biển, gần biển 140m2 giá 8 tỷ.+ A4, A3 gần trung tâm thương mại, công viên Hòa Bình 140m2 giá 8,6 tỷ.+ B4 công viên Hòa Bình 140m2 gần góc giá 10,4 tỷ.+ N2 công viên Hòa Bình 150m2 gần trục chính giá 10,2 tỷ.+ B3 hướng biển 140m2 gần góc giá 9,7 tỷ.* C3, D2 biệt thự biển 240m2 (12x20) giá 14,5 tỷ.* C2 biệt thự view biển 240m2 (12x20) giá 17,2 tỷ.* A6 - 01 - 02 lô góc 220m2 hướng biển gần công viên, trung tâm thương mại giá 14,6 tỷ.* B4 - 28 - 29 góc 2 mặt tiền trục chính ra biển, view biển + công viên Hòa Bình 420m2 giá thỏa thuận.Liên hệ: 0915077651 Lâm. Để mua giá tốt hoặc ký gửi sản phẩm đất ưu tiên giá tốt vị trí đẹp, xin cảm ơn!",7500.0,140.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Ocean Dunes, Đường Châu Văn Liêm, Phường Phú Thủy, Phan Thiết, Bình Thuận",7.0,20.5,,-1,-1,-1,,,Ocean Dunes,Tập đoàn Rạng Đông,"Gồm 1,515 biệt thự và khách sạn",06/11/2021,13/11/2021,17206822,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-duong-chau-van-liem-phuong-phu-thuy-1-prj-ocean-dunes/pho-bien-rang-dong-nhung-lo-gia-tot-tat-ca-cac-khu-vi-tri-dep-thuan-tien-kinh-doanh-pr17206822,Bình Thuận,Thành phố Phan Thiết (tỉnh lỵ)
"Bán khách sạn 3 sao MT Nguyễn Thái Học, Q1, DT: 4.2x19m, hầm, 6 lầu, ST, hiện cho thuê 130tr/th","Bán khách sạn 3 sao MT Nguyễn Thái Học, Q. 1, ngay góc Trần Hưng Đạo - Phố Tây Bùi Viện.- DT: 4.3x19m.- Xây dựng hầm, trệt 5 lầu.- Vị trí vô cùng đắc địa khu kinh doanh đa ngành nghề: Thẩm mỹ viện, spa, thời trang, nhà hàng...- Cạnh khách sạn New World, Chợ Bến Thành, tuyến Ga Metro, phố tây Bùi Viện, công viên 23/9, kết nối tổ hợp Căn hộ cao cấp The Grand Manhattan nơi đẳng cấp được nâng tầm.Giá: 46 tỷ (TL).Anh chị quan tâm tài sản trên liên hệ: 0903.313.009 gặp Bùi Đạt xem nhà sổ hồng và gặp trực tiếp chủ nhà thương lượng.",46000.0,80.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Nguyễn Thái Học, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,,,-1,-1,-1,,,,,,06/11/2021,15/11/2021,30615929,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-nguyen-thai-hoc-phuong-pham-ngu-lao-1/ban-khach-san-3-sao-mt-q-1-dt-4-2x19m-ham-6-lau-st-hien-cho-thue-130tr-th-pr30615929,Hồ Chí Minh,Quận 1
"Bán nhà MT đường Số 8, P. Bình Trị Đông B, 4 x 21m, 2.5 tấm, giá 8.9 tỷ, khu Tên Lửa","Nhà mặt tiền đường nội khu thông thoáng, sạch sẽ, đối diện công viên cây xanh thoáng mát, khu vực dân cư đông đúc, sang trọng, an ninh, xung quanh còn có đầy đủ các tiện ích hằng ngày như siêu thị Nhật Aeon Mall, bệnh viện quốc tế CIH, ngân hàng, chợ, trường học các cấp.- Vị trí: MT đường Số 8, P. Bình Trị Đông B, Q. Bình Tân.- Diện tích: 4 x 21m.- Kết cấu: 2.5 tấm.- Giá: 8,9 tỷ. Hiếu.",8900.0,84.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Số 8, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",4.0,8.0,,3,3,2,,,,,,06/11/2021,13/11/2021,31319026,3 PN,Tây,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-so-8-phuong-binh-tri-dong-b/an-mt-8-p-4-x-21m-2-5-tam-gia-8-9-ty-khu-ten-lua-pr31319026,Hồ Chí Minh,Quận Bình Tân
Cần bán căn chung cư 3 phòng ngủ tại CT2 Xuân Phương Quốc Hội: 0932239065/0987675881,"Cần bán căn chung cư 3 phòng ngủ tại CT2 Xuân Phương quốc Hội.Diện tích: 106m2 gồm 3 phòng ngủ, 2 vệ sinh, 2 ban công.Giá: 22.5 tr/m2.Đã có sổ đỏ.Khu đô thị CT2 Xuân Phương Quốc Hội mật độ dân cư thưa(6 căn/1 sàn).CT2 Xuân Phương Quốc Hội nằm ngay mặt đường Trần Hữu Dực nên thuận tiện giao thông, gần nhiều trường học, bệnh viện, siêu thị...Chung cư CT2 Xuân Phương Quốc Hội:- Là khu dành cho cán bộ quốc hội nên cư dân sống văn minh, thân thiện.Cơ sở hạ tầng đồng bộ, tiện ích xung quanh đầy đủ như sân vận động Mỹ Đình, khu liên hợp thể thao dưới nước, công viên hồ điều hòa Mai Dịch, công viên Cầu Giấy.- Vị trí:Nằm trên mặt đường Trần Hữu Dực rộng 6 làn xe, gần chợ, trường học và bệnh viện như: Lê Quý Đôn, Đoàn Thị Điểm, Lomonoxop, bệnh viện Thể Thao, bệnh viện 198, Huyết Học...- Kết nối giao thông thuận tiện bởi các tuyến đường lớn như: Trần Hữu Dực, đường 70, đường 32, Lê Đức Thọ, Phạm Hùng, Phạm Văn Đồng, Vành Đai 3...Ai có nhu cầu xin liên hệ: 0932239065/0987675881.",2385.0,106.0,Bán căn hộ chung cư,"Dự án CT2 Xuân Phương, Đường Trần Hữu Dực, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",,,,-1,3,-1,,,CT2 Xuân Phương,Công ty CP Sông Đà 7,"21 tầng, 480 căn hộ",03/11/2021,10/11/2021,30435807,3 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-xuan-phuong-prj-ct2-xuan-phuong/-ban-3-phong-ngu-tai-quoc-hoi-0932239065-0987675881-pr30435807,Hà Nội,Quận Bắc Từ Liêm
"Bán nhà mặt tiền Bùi Viện, Quận 1, DT: 6.5x21m, 1 trệt 1 lầu, đoạn đẹp nhất, gần Đỗ Quang Đẫu","- Bán nhà phố đi bộ mặt tiền đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1.- Diện tích: 6.5x21m, nhà vuông vức, diện tích đất lên gần 130m2 xây 1 trệt 1 lầu. Hiện đang cho thuê 150 triệu/th.- Vị trí đắc địa và khuôn đất lớn có một không hai.- Khu vực phố đi bộ tập trung nhiều khách Tây cộng thêm khuôn đất lớn rất thuận tiện xây khách sạn, nhà hàng, dịch vụ cao cấp dành khách nước ngoài nên đem lại giá trị cao cho chủ sở hữu.- Nay gia chủ cần bán gấp với giá chỉ 68 tỷ thương lượng khách thiện chí.- Quý khách quan tâm tài sản trên vui lòng liên hệ em: 0903.313.009 gặp Bùi Đạt.",68000.0,136.5,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,,,-1,-1,-1,,,,,,06/11/2021,15/11/2021,31040442,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-bui-vien-phuong-pham-ngu-lao-1/ban-tien-quan-1-dt-6-5x21m-1-tret-1-lau-doan-dep-t-gan-do-quang-dau-pr31040442,Hồ Chí Minh,Quận 1
"Mặt phố Vũ Phạm Hàm - Cầu Giấy - DT 75m2 x 5T, MT 4,5m giá cực mềm - LH 0966230025","+ Cần bán nhà mặt phố Vũ Phạm Hàm, Cầu Giấy diện tính 75 m2, 5 tầng mặt tiền 5 mét.+ Nhà nằm vi trí đẹp nhất phố Vũ Phạm Hàm, thông phố Mạc Thái Tổ, Trung Kính, Trung Hoà. Trần Kim Xuyến. Trần Duy Hưng, những con phố to đẹp nhất Quận Cầu Giấy, giáo thông cực thuận tiện, kinh doanh mọi hình thức,+ Sổ đổ vuông đẹp.+ Liên hệ: 0966230025 - Mr Hoà.",,75.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Vũ Phạm Hàm, Phường Trung Hòa, Cầu Giấy, Hà Nội",5.0,35.0,,5,3,5,Đủ,Sổ đỏ.,,,,06/11/2021,13/11/2021,31108196,3 PN,Đông,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-vu-pham-ham-phuong-trung-hoa-4/-cau-giay-dt-75m-x-5t-mt-4-5m-gia-cuc-mem-lh-0966230025-pr31108196,Hà Nội,Quận Cầu Giấy
"Gia chủ chuyển cần to bán nhanh căn 105m2, 2 ban công thoáng mát. Liên hệ 0962374177","Muốn đổi lên căn 143m2 to hơn lên gia đình bán đi căn hộ 105m2.Đã có đồ: Sàn gỗ, trần thạch cao, tủ quần áo, tủ bếp,..Căn hộ ban công Đông Nam, phòng khách vuông vắn.Hỗ trợ thanh toán ngân hàng 70% trong 20 năm.Liên hệ sớm nhận ưu đãi: 0962374177.",,105.0,Bán căn hộ chung cư,"Dự án HPC Landmark 105, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",,,Đông-Nam,-1,3,2,"Sàn gỗ, trần thạch, tủ bếp,..",Đang chờ sổ,HPC Landmark 105,Công ty CP Đầu tư Hải Phát,Gồm 2 tòa (1 tòa 35 tầng và 1 tòa 50 tầng),06/11/2021,13/11/2021,30866846,3 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-hpc-landmark-105/gia-chu-chuyen-ban-nhanh-105m2-2-ban-cong-thoang-mat-lien-he-0962374177-pr30866846,Hà Nội,Quận Hà Đông
"Queen Pearl biển du lịch Mũi Né, tổng hợp vị trí đẹp, giá chính chủ tốt nhất, mua lời ngay","* Queen Pearl vị trí đắc địa cửa ngõ du lịch Phan Thiết - Mũi Né, gần sân Golf, công viên nước, biển, khu resort nghỉ dưỡng, sổ đỏ trao tay, hạ tầng hoàn thiện.* Tổng hợp giá tốt đầu tư, mua lời ngay:* K1 view đồi ~100m2 giá 1,65 tỷ.* K1 view biển trung tâm giá 1,87 tỷ.* B1 đồi đường lớn 104m2 giá 2,3 tỷ có sổ.* G1 view biển 2 mặt tiền phố Tây 102m2 giá 2,6 tỷ. Có sổ.* A3 view biển trục chính, đường lớn 106m2 giá 2,5 tỷ. Có sổ.* C3 hướng biển, trục chính dt ~105m2/lô giá 2,7 tỷ. Có sổ.* G6B 2 mặt tiền phố tây DT 112m2, giá 1,8 tỷ.* A1, A2 hướng biển gần góc ra hồ bơi 117m2 giá 2,5 tỷ, có sổ.* H1 - 43 gần công viên nước giá 1,7 tỷ.* G3A view biển, 2 mặt tiền phố Tây giá 2,5 tỷ.* Biệt thự dãy D view biển, công viên 250m2, giá 14tr/m2. Có sổ.* A1-05 lô góc view hồ bơi công viên 130m2 giá 2,9 tỷ có sổ* LH: 0915077651 Lâm. Mua bán giá tốt, ký gửi ra hàng nhanh.",1650.0,100.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Queen Pearl, Đường Nguyễn Thông, Phường Phú Hài, Phan Thiết, Bình Thuận",7.0,20.0,,-1,-1,-1,,,Queen Pearl,Công ty CP Tân Việt Phát,,06/11/2021,13/11/2021,26544337,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-duong-nguyen-thong-phuong-phu-hai-1-prj-queen-pearl/-bien-lich-mui-ne-tong-hop-vi-tri-dep-gia-chinh-chu-tot-nhat-mua-loi-ngay-pr26544337,Bình Thuận,Thành phố Phan Thiết (tỉnh lỵ)
"Bán đất phân lô ở Vân Canh DT 82m2, MT 6.8m, cách Mỹ Đình 2.5km, phù hợp đầu tư phân lô, giá đầu tư","Bán đất phân lô ở Vân Canh Hoài Đức.- Diện tích 82m2, MT 6.8m, có thể đầu tư phân lô.- Gần đường Trịnh Văn Bô.- Cách Mỹ Đình 2,5km.- Gần đường Trần Hữu Dực kéo dài.- Gần đường 3.5 rộng 60m 8 làn xe.- Giá đầu tư.- Có hỗ trợ vay ngân hàng.- Liên hệ 0375465884.",5822.0,82.0,Bán đất,"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",6.8,9.0,,-1,-1,-1,,,,,,06/11/2021,13/11/2021,31203022,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-duong-van-canh-xa-van-canh-1/ban-phan-lo-o-dt-82m2-mt-6-8m-cach-my-dinh-2-5km-phu-hop-dau-tu-phan-lo-gia-dau-tu-pr31203022,Hà Nội,Huyện Hoài Đức
"Queen Pearl biển du lịch Mũi Né, tổng hợp vị trí đẹp, giá chính chủ tốt nhất, mua lời ngay","* Queen Pearl vị trí đắc địa cửa ngõ du lịch Phan Thiết - Mũi Né, gần sân Golf, công viên nước, biển, khu resort nghỉ dưỡng, sổ đỏ trao tay, hạ tầng hoàn thiện.* Tổng hợp giá tốt đầu tư, mua lời ngay:* K1 view đồi ~100m2 giá 1,65 tỷ.* K1 view biển trung tâm giá 1,87 tỷ.* B1 đồi đường lớn 104m2 giá 2,3 tỷ có sổ.* G1 view biển 2 mặt tiền phố Tây 102m2 giá 2,6 tỷ. Có sổ.* A3 view biển trục chính, đường lớn 106m2 giá 2,5 tỷ. Có sổ.* C3 hướng biển, trục chính dt ~105m2/lô giá 2,7 tỷ. Có sổ.* G6B 2 mặt tiền phố tây DT 112m2, giá 1,8 tỷ.* A1, A2 hướng biển gần góc ra hồ bơi 117m2 giá 2,5 tỷ, có sổ.* H1 - 43 gần công viên nước giá 1,7 tỷ.* G3A view biển, 2 mặt tiền phố Tây giá 2,5 tỷ.* Biệt thự dãy D view biển, công viên 250m2, giá 14tr/m2. Có sổ.* A1-05 lô góc view hồ bơi công viên 130m2 giá 2,9 tỷ có sổ* LH: 0915077651 Lâm. Mua bán giá tốt, ký gửi ra hàng nhanh.",1650.0,100.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Queen Pearl, Đường Nguyễn Thông, Phường Phú Hài, Phan Thiết, Bình Thuận",7.0,20.0,,-1,-1,-1,,,Queen Pearl,Công ty CP Tân Việt Phát,,06/11/2021,13/11/2021,26544337,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-duong-nguyen-thong-phuong-phu-hai-1-prj-queen-pearl/-bien-lich-mui-ne-tong-hop-vi-tri-dep-gia-chinh-chu-tot-nhat-mua-loi-ngay-pr26544337,Bình Thuận,Thành phố Phan Thiết (tỉnh lỵ)
"Bán đất phân lô ở Vân Canh DT 82m2, MT 6.8m, cách Mỹ Đình 2.5km, phù hợp đầu tư phân lô, giá đầu tư","Bán đất phân lô ở Vân Canh Hoài Đức.- Diện tích 82m2, MT 6.8m, có thể đầu tư phân lô.- Gần đường Trịnh Văn Bô.- Cách Mỹ Đình 2,5km.- Gần đường Trần Hữu Dực kéo dài.- Gần đường 3.5 rộng 60m 8 làn xe.- Giá đầu tư.- Có hỗ trợ vay ngân hàng.- Liên hệ 0375465884.",5822.0,82.0,Bán đất,"Đường Vân Canh, Xã Vân Canh, Hoài Đức, Hà Nội",6.8,9.0,,-1,-1,-1,,,,,,06/11/2021,13/11/2021,31203022,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-duong-van-canh-xa-van-canh-1/ban-phan-lo-o-dt-82m2-mt-6-8m-cach-my-dinh-2-5km-phu-hop-dau-tu-phan-lo-gia-dau-tu-pr31203022,Hà Nội,Huyện Hoài Đức
"Bán nhà hẻm xe hơi 2 tầng 55m2 Trường Chinh, Quận Tân Phú","+ Kết cấu: 1 trệt 1 lầu sân thượng với 2 phòng ngủ lớn bếp, phòng khách lớn.+ Nhà nằm trục đường chính Trường Chinh giao nhau Cộng Hòa, Chế Lan Viên,... Thuận tiện di chuyển các Quận Tân Bình, Quận 12, 3,10,11..+ Hẻm xe hơi thông các ngã cách BigC 5phut, gần khu Công nghiệp Tân Bình 500m, trường học, Bách hóa xanh, chợ bán kính 500m.+ Pháp lý đầy đủ công chứng ngay trong ngày.Gọi ngay Minh Hải 0923445996 để được tư vấn xem nhà miễn phí.Nhận tìm nhà miễn phí các Quận Sài Gòn.",4950.0,55.0,Bán nhà riêng,"Đường Trường Chinh, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",,4.0,,2,2,2,,Sổ đỏ/ Sổ hồng,,,,06/11/2021,16/11/2021,31319023,2 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-truong-chinh-phuong-tay-thanh/ban-hem-xe-hoi-3-tang-55m2-quan-tan-phu-pr31319023,Hồ Chí Minh,Quận Tân Phú
"Suất ngoại giao FPT bán nhanh lô kẹp công viên đi giá cực tốt, mua đi mua đi cuối năm sẽ sốt","Cần bán suất ngoại giao lô đất FPT.Lô đất diện tích 108m2.Đường 9.5m.Gần kênh sinh thái, trục đường chính đi vào Quảng Nam.Lô đất vị trí độc tôn rất hiếm, kẹp công viên, mặt tiền cũng là công viên, nhưng giá lại rất yêu thương.Với vị trí độc đáo như vậy rất phù hợp với những quí khách hàng đầu tư hoặc có ý tưởng xây căn hộ là 1 điều chuẩn chỉ, khi xây căn hộ các phòng đều có ánh sáng, mở được ban công thoáng đãng, đặc biệt nằm trong khu sinh viên đại gia Đại học FPT cùng hơn 10. 000 kĩ sư IT đảm bảo lấp đầy phòng trong vòng 3 nốt nhạc!""Cần tiền bán lỗ - bổ rẻ khách mua"".",3850.0,108.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án FPT City Đà Nẵng, Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",10.0,9.5,,-1,-1,-1,,,FPT City Đà Nẵng,Công ty CP Đô thị FPT Đà Nẵng,"Gồm khu nhà phố thông minh, biệt thự thông minh, căn hộ Smart Nano Flat",06/11/2021,13/11/2021,31319024,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-duong-nam-ky-khoi-nghia-phuong-hoa-hai-prj-fpt-city-da-nang/xuat-ngoai-giao-ban-nhanh-lo-kep-cong-vien-gia-cuc-tot-mua-di-mua-di-cuoi-se-sot-pr31319024,Đà Nẵng,Quận Ngũ Hành Sơn
"Bán nhà mặt phố Thái Hà, Đống Đa. DT 70m2 x 4,5T, MT 4,6m, vị trí đoạn đẹp, vỉa hè rộng, sầm uất","Gia đình cần bán BĐS nhà mặt phố Thái Hà, Đống Đa Hà Nội.- DT 70m2 x 4,5T, MT 4,6m (vuông vắn).- Vị trí nhà nằm đoạn đẹp nhất mặt phố Thái Hà, thuộc trung tâm Quận Đống Đa.- Phố Thái Hà cực hiếm nhà bán, đường ôtô 2 chiều, vỉa hè rộng, ôtô đỗ dừng thoải mái. Kinh doanh buôn bán sầm uất nhất nhì quận Đống Đa.- Phù hợp làm shop thời trang, thẩm mỹ, spa...- Sổ đỏ chính chủ, vuông vắn. Gia đình thiện trí bán, sang tên ngay.* Liên hệ trực tiếp Anh Khâm, chị Mỹ: 084.699.8888, 0966.886.928.* Miễn trung gian, báo quảng cáo, không tiêp môi giới, xin cảm ơn.",35000.0,70.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",,,,5,-1,-1,,,,,,06/11/2021,13/11/2021,28164349,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/ban-dong-da-dt-70m2-x-4-5t-mt-4-6m-vi-tri-doan-dep-via-he-rong-sam-uat-pr28164349,Hà Nội,Quận Đống Đa
"Biệt thự Thành Phố Giao Lưu, 208m2, giá bán 140tr/m2. LH: 0964754393, thiện chí bán gấp","Thông tin mô tả.Cần chuyển nhượng nhà biệt thự khu đô thị Thành Phố Giao Lưu - 232 Phạm Văn Đồng - Hà Nội.Mặt tiền 10m, tổng diện tích 208m2.Giá bán 140tr/m2. Sổ đỏ chính chủ.Vị trí cạnh ngã ba, dễ tìm, giao thông thuận tiện.Liên hệ xem nhà: 0964 754 393.",29120.0,208.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Thành Phố Giao Lưu, 232 Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",10.0,15.0,,-1,-1,-1,,Sổ hồng chính chủ,Thành phố Giao Lưu,Công ty CP Đầu tư và Xây dựng Quốc tế Vigeba,"Gồm nhà cao tầng, nhà thấp tầng, liền kề, shophouse biệt thự, nhà vườn",06/11/2021,13/11/2021,30555828,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-pham-van-dong-phuong-co-nhue-1-prj-thanh-pho-giao-luu/-208m2-gia-ban-140tr-m2-lh-0964754393-thien-chi-ban-gap-pr30555828,Hà Nội,Quận Bắc Từ Liêm
